Time	wind	T	rh	P	solar	G	Shortwave_radiation	Ref_precip
01.01.2015 00:00	0.00000	-2.85600	97.46667		-0.75033	-5.26300	4.19217	0.00000
01.01.2015 01:00	0.00000	-2.66767	96.21667		0.73450	-5.26300	4.13067	0.00000
01.01.2015 02:00	0.00000	-2.54850	95.38333		-1.73083	-5.26300	4.28333	0.00000
01.01.2015 03:00	0.00000	-2.45067	94.78333		-1.46583	-4.56000	4.13333	0.00000
01.01.2015 04:00	0.00000	-2.54900	94.51667		-0.44500	-4.21000	4.20500	0.00000
01.01.2015 05:00	0.00000	-2.53033	94.48333		-1.64233	-4.21000	4.16667	0.00000
01.01.2015 06:00	0.00000	-2.68083	94.25000		0.26850	-4.21000	4.19083	0.00000
01.01.2015 07:00	0.00000	-2.50667	94.40000		-2.49700	-4.21000	4.16267	0.00000
01.01.2015 08:00	0.00000	-2.30883	93.31667		-10.93733	-4.21000	8.26617	0.00000
01.01.2015 09:00	0.00000	-1.89533	91.43333		-21.57500	-4.21000	16.18333	0.00000
01.01.2015 10:00	0.05467	-1.03917	85.53333		-57.35667	-4.21000	27.01833	0.00000
01.01.2015 11:00	0.46800	-0.28983	78.54000		-133.55000	-4.07700	41.32000	0.91000
01.01.2015 12:00	0.62650	0.10133	77.79000		-137.85667	-3.68300	40.46833	1.43000
01.01.2015 13:00	0.32700	0.40367	76.36167		-2.61033	-3.99000	34.42167	1.17000
01.01.2015 14:00	0.24533	0.30767	78.40333		4.83383	-4.20900	27.44000	1.04000
01.01.2015 15:00	0.33400	0.01783	81.40833		-1.09100	-4.20900	20.64500	0.65000
01.01.2015 16:00	0.57767	-0.64283	87.10000		-12.35583	-4.20900	6.17217	0.26000
01.01.2015 17:00	0.55850	-1.11583	92.41667		-3.83183	-4.20900	4.21250	0.00000
01.01.2015 18:00	0.28800	-1.43050	93.35000		-16.45467	-4.21000	4.20200	0.00000
01.01.2015 19:00	0.43000	-2.90250	96.98333		-26.92000	-4.21000	4.18483	0.00000
01.01.2015 20:00	0.58267	-4.05150	97.46667		-25.16333	-4.25400	4.17200	0.00000
01.01.2015 21:00	0.56217	-4.21117	98.11667		-24.91500	-4.60600	4.15917	0.00000
01.01.2015 22:00	0.10217	-5.51550	97.21667		-21.59167	-4.69300	4.13783	0.00000
01.01.2015 23:00	0.33050	-5.32767	97.25000		-21.64167	-4.73700	4.15517	0.00000
02.01.2015 00:00	0.17500	-5.82883	96.78333		-9.75900	-4.73700	4.13017	0.00000
02.01.2015 01:00	0.16583	-6.39667	96.50000		-12.74367	-4.73700	4.10817	0.00000
02.01.2015 02:00	0.25600	-6.30683	96.43333		-5.32700	-5.08900	4.12167	0.00000
02.01.2015 03:00	0.37733	-6.53883	96.15000		-6.88850	-5.26300	4.09583	0.00000
02.01.2015 04:00	0.39350	-6.06817	96.38333		-5.86700	-5.26300	4.11817	0.00000
02.01.2015 05:00	0.23883	-6.43600	96.18333		-6.65550	-5.26300	4.12083	0.00000
02.01.2015 06:00	0.62333	-6.39983	96.11667		-11.52483	-5.26300	4.13283	0.00000
02.01.2015 07:00	0.61100	-6.86250	95.91667		-12.09167	-5.26300	4.10400	0.00000
02.01.2015 08:00	0.67600	-7.55750	95.35000		-19.90667	-5.26300	10.80350	0.00000
02.01.2015 09:00	0.65167	-7.64900	95.23333		-19.20833	-5.26400	25.68667	0.00000
02.01.2015 10:00	0.79233	-5.74367	95.51667		-19.07667	-5.52800	98.38500	0.00000
02.01.2015 11:00	0.74900	-4.30417	95.80000		-9.14800	-5.35000	113.45167	0.39000
02.01.2015 12:00	1.49450	-2.16767	95.38333		32.72633	-4.82300	213.74833	0.91000
02.01.2015 13:00	1.03350	-0.55367	89.00000		1.80133	-4.42700	159.95000	1.17000
02.01.2015 14:00	0.65467	-0.46867	87.33333		-3.25883	-4.25200	92.72500	0.78000
02.01.2015 15:00	1.03200	-0.40300	89.76667		-6.86017	-4.20900	49.63667	0.26000
02.01.2015 16:00	1.52000	-0.40933	92.66667		-8.21317	-4.20900	8.71267	0.13000
02.01.2015 17:00	0.87733	0.06750	94.36667		-3.99050	-4.21000	4.27100	0.00000
02.01.2015 18:00	1.43617	1.46033	94.60000		-3.44317	-4.21000	4.27467	0.39000
02.01.2015 19:00	1.86417	2.56717	93.60000		-4.33917	-4.69300	4.29683	0.91000
02.01.2015 20:00	2.35200	3.06783	94.35000		-18.13217	-4.73500	4.29350	1.30000
02.01.2015 21:00	2.52683	4.50767	85.35000		-44.14667	-4.73500	4.31567	1.69000
02.01.2015 22:00	2.17850	4.71650	83.33500		-37.26500	-4.73500	4.32283	0.00000
02.01.2015 23:00	4.28917	7.28200	55.16667		-86.81000	-4.73500	4.32033	0.00000
03.01.2015 00:00	2.81300	5.85883	60.70833		-41.87833	-4.73500	4.47267	0.00000
03.01.2015 01:00	1.56150	4.37583	71.21833		-26.93333	-4.73500	4.82633	0.00000
03.01.2015 02:00	2.34783	4.33300	72.32833		-23.53667	-5.13000	5.05083	0.00000
03.01.2015 03:00	2.34583	5.15083	65.39833		-23.61833	-5.21700	5.20383	0.00000
03.01.2015 04:00	2.54767	4.85633	66.77000		-20.03667	-5.13000	5.07683	0.00000
03.01.2015 05:00	2.21017	4.21767	68.97500		-11.81833	-5.26100	4.93850	0.00000
03.01.2015 06:00	3.29733	4.03983	67.98833		-14.74500	-5.26100	4.90683	0.00000
03.01.2015 07:00	2.74700	3.96650	66.23333		-12.97167	-5.30500	5.38133	0.00000
03.01.2015 08:00	2.65050	3.79833	65.56000		-12.12550	-5.30600	22.07500	0.00000
03.01.2015 09:00	1.40183	3.82500	65.22833		3.03200	-5.43500	101.58333	0.00000
03.01.2015 10:00	0.95367	4.96283	58.69000		42.04333	-4.77800	341.35000	0.00000
03.01.2015 11:00	0.71450	5.00817	59.80167		42.34500	-4.29500	356.28333	0.00000
03.01.2015 12:00	0.86050	5.45217	58.74500		42.51333	-3.94400	405.61667	0.00000
03.01.2015 13:00	0.64967	6.34067	54.59667		21.08000	-3.59200	318.26667	0.00000
03.01.2015 14:00	1.09233	5.15783	63.16000		-6.92867	-3.90000	130.11667	0.00000
03.01.2015 15:00	1.79700	4.91483	66.23667		-1.67317	-4.95200	62.90667	0.00000
03.01.2015 16:00	2.20417	4.81267	66.23833		-0.60733	-5.25900	9.42117	0.00000
03.01.2015 17:00	1.02933	3.67650	74.91333		-8.52200	-5.96300	4.30017	0.13000
03.01.2015 18:00	0.53800	1.55217	91.63333		-17.93167	-6.31200	4.27050	1.69000
03.01.2015 19:00	0.45700	0.31050	96.85000		-4.46317	-6.31300	4.26367	0.26000
03.01.2015 20:00	1.03967	0.54217	97.81667		-12.22550	-6.31300	4.26467	1.69000
03.01.2015 21:00	1.05717	0.94333	97.53333		-49.35667	-6.31400	4.26400	3.51000
03.01.2015 22:00	0.70450	0.61767	98.28333		-8.13300	-6.57800	4.26483	1.95000
03.01.2015 23:00	1.08933	0.98517	98.51667		1.82217	-6.57600	4.25800	2.47000
04.01.2015 00:00	1.46583	1.45933	98.38333		3.72467	-6.31400	4.29867	4.16000
04.01.2015 01:00	1.75500	2.84033	95.15000		-4.26950	-6.53500	4.28483	4.16000
04.01.2015 02:00	2.33850	2.88067	85.35500		-44.62667	-6.84000	4.28783	1.95000
04.01.2015 03:00	2.53950	2.24550	79.25833		-50.10500	-6.75000	4.27017	0.39000
04.01.2015 04:00	1.86283	2.09767	79.44167		-51.52167	-5.78700	4.29283	0.13000
04.01.2015 05:00	2.19667	2.49333	71.00000		-55.06667	-5.78800	4.31583	0.13000
04.01.2015 06:00	2.28000	2.15567	74.46833		-45.07333	-5.78700	4.27050	0.00000
04.01.2015 07:00	3.09717	2.31433	67.28000		-61.63667	-5.74400	4.50100	0.26000
04.01.2015 08:00	3.17050	2.37717	55.98333		-56.59000	-5.43600	20.23300	0.00000
04.01.2015 09:00	4.40367	2.28133	53.79333		-3.23783	-4.91000	35.94667	0.00000
04.01.2015 10:00	2.84883	1.98367	54.23000		5.32600	-4.73500	97.37167	0.00000
04.01.2015 11:00	1.38233	1.61083	57.53833		12.44917	-3.81100	128.75000	0.00000
04.01.2015 12:00	2.08650	0.42567	69.43000		-2.98383	-2.45600	74.24333	0.00000
04.01.2015 13:00	3.66900	1.19767	56.48333		10.49233	-3.59600	99.73333	0.00000
04.01.2015 14:00	2.73817	1.07200	58.21167		1.04183	-3.63900	57.93000	0.00000
04.01.2015 15:00	1.99183	0.39450	67.25333		-6.77867	-3.77100	25.09000	0.00000
04.01.2015 16:00	1.97133	-0.23900	73.89500		-9.62817	-4.69200	6.38350	0.00000
04.01.2015 17:00	2.28217	-1.09200	86.96667		-7.89633	-5.26300	4.21750	0.00000
04.01.2015 18:00	1.95667	-0.76150	82.75667		-9.30783	-5.78800	4.28417	0.00000
04.01.2015 19:00	2.28933	-0.66117	83.09833		-7.29983	-5.43700	4.22733	0.00000
04.01.2015 20:00	2.07683	-0.53567	82.05000		-7.69417	-5.26200	4.25383	0.00000
04.01.2015 21:00	1.86633	-1.00150	91.23333		-6.72083	-5.26200	4.21050	0.00000
04.01.2015 22:00	2.98167	-0.50417	85.44167		-14.41883	-5.26200	4.21317	0.00000
04.01.2015 23:00	4.12500	-0.02417	73.51833		-5.71733	-5.26200	4.22917	0.00000
05.01.2015 00:00	3.73533	-0.12417	74.10000		-4.88867	-5.26200	4.23550	0.00000
05.01.2015 01:00	3.81783	-0.80000	80.60500		-4.66533	-5.26200	4.24250	0.00000
05.01.2015 02:00	1.43883	-1.18100	87.40000		-10.97933	-5.26200	4.18833	0.00000
05.01.2015 03:00	1.16183	-1.14800	85.53333		-16.24333	-5.26200	4.21917	0.00000
05.01.2015 04:00	1.73283	-1.20583	88.86667		-15.58667	-5.26200	4.23200	0.00000
05.01.2015 05:00	1.39683	-1.13283	88.93333		-11.84850	-5.26200	4.22800	0.00000
05.01.2015 06:00	1.37300	-1.13950	93.18333		-7.17250	-5.26200	4.22567	0.00000
05.01.2015 07:00	2.07317	-0.72550	88.03333		-13.76483	-5.26200	4.22017	0.00000
05.01.2015 08:00	2.89100	-0.38317	77.89167		-19.10667	-5.26200	6.16967	0.00000
05.01.2015 09:00	2.64250	-0.25900	74.56333		-23.30833	-5.26200	12.12167	0.00000
05.01.2015 10:00	2.06483	-0.89883	83.83333		-21.89500	-5.26200	23.54333	0.00000
05.01.2015 11:00	0.89533	-1.00283	87.58333		-46.32500	-5.26200	37.41333	0.00000
05.01.2015 12:00	1.62300	0.02433	71.26833		-81.43667	-5.61400	33.47500	0.00000
05.01.2015 13:00	2.40067	0.38050	66.85500		-114.34500	-5.78800	26.56500	0.00000
05.01.2015 14:00	2.44017	-0.26283	74.60333		-36.78500	-5.78800	17.10667	0.00000
05.01.2015 15:00	1.19200	-1.05867	85.51500		-15.30833	-5.78800	8.13767	0.00000
05.01.2015 16:00	1.25000	-1.12617	87.11667		-13.35000	-5.48100	4.37167	0.00000
05.01.2015 17:00	1.66567	-0.63983	82.72500		-17.89667	-5.43800	4.23100	0.00000
05.01.2015 18:00	2.01983	0.82417	62.00333		-44.46167	-5.70100	4.23783	0.00000
05.01.2015 19:00	2.13150	1.76317	47.27333		-139.08333	-5.74400	4.21633	0.00000
05.01.2015 20:00	2.22950	2.12167	42.67667		-102.10000	-5.78800	4.25750	0.00000
05.01.2015 21:00	1.90167	2.66017	36.20333		-47.46333	-5.78800	4.27617	0.00000
05.01.2015 22:00	1.35533	1.48833	49.57333		-7.61017	-5.78800	4.24483	0.00000
05.01.2015 23:00	1.83100	2.49017	38.91000		-9.80317	-5.78700	4.48467	0.00000
06.01.2015 00:00	2.48000	0.88967	58.25000		-12.38667	-5.78800	4.27150	0.00000
06.01.2015 01:00	2.84950	0.40083	68.87000		-12.94667	-5.69900	4.25050	0.00000
06.01.2015 02:00	2.70833	0.74500	63.84500		-16.12167	-5.30600	4.25183	0.00000
06.01.2015 03:00	2.39883	0.81100	60.72333		-15.28500	-5.26200	4.26217	0.00000
06.01.2015 04:00	2.17350	0.95050	58.64333		-15.03000	-5.26200	4.26017	0.00000
06.01.2015 05:00	1.60000	0.56750	58.48833		-17.02500	-5.26200	4.23917	0.00000
06.01.2015 06:00	0.91733	-0.31650	70.42167		-13.58833	-5.26200	4.21267	0.00000
06.01.2015 07:00	1.10033	-1.03767	76.54333		-13.47333	-5.26200	4.65617	0.00000
06.01.2015 08:00	1.00267	-1.04267	76.03833		-13.22117	-5.26200	36.22667	0.00000
06.01.2015 09:00	0.71950	-0.46400	71.09667		-5.98350	-5.26200	143.24000	0.00000
06.01.2015 10:00	0.32300	-1.12850	71.09333		-16.81333	-5.26300	165.36667	1.04000
06.01.2015 11:00	0.27000	-0.26283	70.53500		11.36500	-5.39200	188.00000	1.82000
06.01.2015 12:00	0.70250	0.06683	70.15167		0.40533	-5.26100	207.71667	1.69000
06.01.2015 13:00	0.41517	-0.03000	66.78500		-17.52450	-5.26100	234.83333	1.04000
06.01.2015 14:00	0.22983	-0.43683	71.58500		-5.41183	-5.26000	101.26667	0.65000
06.01.2015 15:00	0.19183	-0.49900	74.84167		-4.31133	-5.26100	50.45667	0.39000
06.01.2015 16:00	0.19183	-2.02233	80.27333		-26.83833	-5.26100	14.93467	0.00000
06.01.2015 17:00	0.19450	-3.04250	85.63333		-12.68517	-5.26200	4.16583	0.00000
06.01.2015 18:00	0.16567	-2.82150	87.11667		-17.98150	-5.43800	4.19500	0.00000
06.01.2015 19:00	0.11967	-4.82917	94.00000		-27.69167	-5.26300	4.15617	0.00000
06.01.2015 20:00	0.17117	-5.46617	97.13333		-24.79667	-5.52700	4.14683	0.00000
06.01.2015 21:00	0.21683	-6.02817	97.25000		-25.53500	-5.79000	4.13883	0.00000
06.01.2015 22:00	0.13133	-6.58450	96.70000		-23.86333	-5.79100	4.13233	0.00000
06.01.2015 23:00	0.22650	-7.03383	96.26667		-23.85000	-6.18700	4.21783	0.00000
07.01.2015 00:00	0.59167	-6.29883	96.61667		-11.62067	-6.31800	4.12417	0.00000
07.01.2015 01:00	0.72250	-5.53517	96.45000		-6.58850	-6.45100	4.15283	0.00000
07.01.2015 02:00	0.52683	-5.13233	96.53333		-0.76667	-6.84400	4.17800	0.00000
07.01.2015 03:00	0.22950	-5.04567	96.53333		-2.44450	-6.84200	4.16200	0.00000
07.01.2015 04:00	0.83550	-4.60533	96.38333		-1.05600	-6.66600	4.17767	0.00000
07.01.2015 05:00	0.35217	-4.23233	96.63333		-4.52117	-6.31600	4.17233	0.00000
07.01.2015 06:00	0.64933	-4.44167	97.31667		-5.08600	-6.31600	4.16367	0.00000
07.01.2015 07:00	1.72383	-4.69517	97.30000		-5.01200	-6.18300	4.16967	0.00000
07.01.2015 08:00	1.78817	-4.67983	96.71667		-3.39433	-5.78900	13.62933	0.00000
07.01.2015 09:00	1.61800	-4.66350	94.35000		-12.04517	-5.39400	56.38667	0.00000
07.01.2015 10:00	1.11467	-3.23850	85.14500		8.21983	-5.26300	157.57333	0.00000
07.01.2015 11:00	0.55517	-3.08367	86.30000		3.58033	-5.26200	116.23667	0.00000
07.01.2015 12:00	0.68200	-1.88067	80.71500		9.27317	-5.17400	147.55000	0.13000
07.01.2015 13:00	0.51950	-1.43333	79.82167		7.01283	-4.73600	132.41667	0.26000
07.01.2015 14:00	0.79483	-1.48483	81.46500		3.80983	-4.73500	147.08333	0.39000
07.01.2015 15:00	0.77400	-1.46983	83.37833		-4.79883	-4.73500	69.61167	0.13000
07.01.2015 16:00	0.53333	-1.58133	86.23333		-6.87150	-4.82400	12.28750	0.13000
07.01.2015 17:00	0.93100	-1.67217	87.65000		-8.82867	-5.26200	4.21100	0.00000
07.01.2015 18:00	1.15900	-1.90417	89.25000		-9.93500	-5.26200	4.21300	0.00000
07.01.2015 19:00	1.43717	-1.76017	89.55000		-10.36300	-5.26200	4.20317	0.00000
07.01.2015 20:00	0.39533	-2.07883	91.20000		-11.62333	-5.26300	4.19967	0.00000
07.01.2015 21:00	0.75600	-2.36817	92.38333		-18.33833	-5.26300	4.20050	0.00000
07.01.2015 22:00	1.00350	-1.95033	92.21667		-14.14333	-5.26300	4.21167	0.00000
07.01.2015 23:00	1.09050	-1.89483	92.65000		-20.11833	-5.26300	4.17283	0.00000
08.01.2015 00:00	1.05717	-1.54983	90.20000		-15.17667	-5.26300	4.20967	0.00000
08.01.2015 01:00	1.41800	-1.68300	91.21667		-18.20167	-5.26300	4.26767	0.00000
08.01.2015 02:00	1.20533	-2.13983	91.50000		-33.97333	-5.26300	4.23283	0.00000
08.01.2015 03:00	0.92433	-3.33317	94.21667		-32.34333	-5.26300	4.22150	0.00000
08.01.2015 04:00	0.98600	-2.87333	93.53333		-13.95500	-5.26300	4.18667	0.00000
08.01.2015 05:00	1.32133	-2.54433	92.98333		-13.11900	-5.96600	4.20933	0.00000
08.01.2015 06:00	0.77517	-2.32783	91.33333		-12.30833	-6.31600	4.18667	0.00000
08.01.2015 07:00	1.02950	-2.20250	91.08333		-11.03750	-6.31600	4.25900	0.00000
08.01.2015 08:00	0.80217	-1.91733	89.40000		-3.71217	-6.31600	19.49100	0.00000
08.01.2015 09:00	0.92100	-0.79233	81.67500		5.48467	-5.65600	89.97833	0.00000
08.01.2015 10:00	0.78300	0.63517	73.48667		12.36033	-5.26200	160.28333	0.13000
08.01.2015 11:00	0.72300	0.73883	72.47500		6.83850	-4.77900	131.71667	0.39000
08.01.2015 12:00	0.46233	1.69783	68.89333		9.64583	-4.73500	135.91667	0.65000
08.01.2015 13:00	0.49567	2.57600	67.53667		11.80650	-4.73500	134.13333	1.04000
08.01.2015 14:00	0.94650	3.11217	66.61000		8.59150	-4.73500	118.76667	1.17000
08.01.2015 15:00	0.68633	2.54817	70.61833		1.50317	-4.73400	45.29500	0.00000
08.01.2015 16:00	0.15217	1.69583	77.17667		-13.14867	-4.86700	10.20583	0.00000
08.01.2015 17:00	0.35633	0.74833	83.95000		-11.36417	-5.26100	4.24800	0.00000
08.01.2015 18:00	0.41133	0.73817	84.96667		-8.64950	-5.26200	4.25133	0.00000
08.01.2015 19:00	0.51300	-0.16350	89.01667		-20.65667	-5.26200	4.22483	0.00000
08.01.2015 20:00	0.17067	-0.78000	92.00000		-10.80450	-5.26200	4.21350	0.00000
08.01.2015 21:00	0.29483	-1.03917	93.40000		-20.25500	-5.26200	4.20917	0.00000
08.01.2015 22:00	0.60700	-1.47050	94.00000		-18.78667	-5.26200	4.19600	0.00000
08.01.2015 23:00	1.31933	-0.33417	92.73333		-5.84950	-5.26300	4.21583	0.00000
09.01.2015 00:00	2.08850	0.88933	88.00000		-18.88033	-5.26300	4.25533	0.00000
09.01.2015 01:00	4.29483	6.10883	60.42833		-23.69833	-5.26200	4.30333	0.00000
09.01.2015 02:00	5.65700	7.86067	52.21000		-44.63667	-5.21800	4.33567	0.00000
09.01.2015 03:00	2.40000	5.91900	69.07000		-57.35333	-5.21600	4.32017	0.13000
09.01.2015 04:00	2.79867	4.88550	76.96667		-41.54000	-4.77900	4.30983	0.26000
09.01.2015 05:00	2.62700	5.96850	64.06333		-50.97000	-5.17400	4.31933	0.00000
09.01.2015 06:00	2.83217	5.18550	68.86000		-19.33633	-5.43700	4.31017	0.00000
09.01.2015 07:00	2.47983	5.22117	67.23667		-26.67833	-5.78700	4.58617	0.00000
09.01.2015 08:00	1.33917	4.45367	69.86000		-34.74167	-5.78700	24.66500	0.00000
09.01.2015 09:00	0.64883	3.24167	75.09833		-21.99667	-5.65500	106.12000	0.00000
09.01.2015 10:00	1.12533	4.39417	69.95667		24.43133	-5.13000	209.01667	0.00000
09.01.2015 11:00	1.72250	4.60117	68.46500		18.15333	-4.95300	148.98333	0.00000
09.01.2015 12:00	2.18967	7.66483	48.61167		26.49833	-4.73400	202.05000	0.00000
09.01.2015 13:00	2.66417	9.61500	37.45333		27.99333	-4.73400	167.08333	0.00000
09.01.2015 14:00	2.19317	9.97167	37.73167		16.85833	-4.73400	85.38333	0.00000
09.01.2015 15:00	1.73933	9.77333	38.63167		7.72700	-5.12900	53.56833	0.00000
09.01.2015 16:00	1.67083	7.74717	49.98833		9.04333	-5.34800	8.83883	0.00000
09.01.2015 17:00	1.14017	6.88150	60.79333		-13.22000	-5.78600	4.29600	0.00000
09.01.2015 18:00	1.00183	5.10850	80.52667		-10.65850	-5.78600	4.30817	0.78000
09.01.2015 19:00	2.54050	4.26417	92.18333		-1.29867	-6.09400	4.30300	3.51000
09.01.2015 20:00	4.91183	8.34733	68.18000		-56.66500	-6.48900	4.33533	1.69000
09.01.2015 21:00	4.12117	8.67900	64.12167		-51.58833	-6.83900	4.32767	4.94000
09.01.2015 22:00	1.39267	5.99633	87.05000		3.13183	-6.88200	4.32383	4.81000
09.01.2015 23:00	2.27233	6.05750	85.75000		-7.54183	-6.83800	4.30367	6.76000
10.01.2015 00:00	1.59967	4.97250	89.91667		1.22217	-6.83900	4.30667	6.89000
10.01.2015 01:00	1.08950	4.02083	95.30000		8.40417	-6.30900	4.29500	6.89000
10.01.2015 02:00	1.42600	4.31683	96.56667		7.35900	-6.13900	4.30650	13.00000
10.01.2015 03:00	1.42967	4.76817	97.43333		12.66833	-6.62500	4.31150	13.65000
10.01.2015 04:00	2.17417	7.02800	97.26667		7.26133	-8.67000	4.32517	4.16000
10.01.2015 05:00	2.92133	11.95667	74.28167		-37.62900	10.87000	4.35600	0.78000
10.01.2015 06:00	5.01417	13.88167	54.12833		-50.90083	31.75000	4.42550	0.26000
10.01.2015 07:00	1.75117	11.02333	73.05833		-17.03017	40.64000	4.46950	1.30000
10.01.2015 08:00	1.19383	9.37667	85.08333		-0.07050	35.88000	11.31900	1.17000
10.01.2015 09:00	2.17633	11.29833	70.33667		10.78650	28.74000	52.44000	0.13000
10.01.2015 10:00	3.99800	14.96500	50.82167		70.71833	31.01000	204.98333	0.00000
10.01.2015 11:00	2.88050	15.92833	44.63000		85.45000	57.54000	241.95000	0.00000
10.01.2015 12:00	4.03033	17.36167	32.40000		87.46333	62.33000	275.36667	0.00000
10.01.2015 13:00	4.44300	17.33500	30.50000		29.45167	56.02000	186.95000	0.00000
10.01.2015 14:00	4.23733	17.59167	28.31833		-3.20067	41.64000	105.41667	0.00000
10.01.2015 15:00	2.88150	17.37667	27.94667		-24.90333	31.18000	61.32833	0.00000
10.01.2015 16:00	2.35550	16.29167	30.02833		-44.42000	21.63000	15.45567	0.00000
10.01.2015 17:00	2.28950	15.22000	32.66000		-50.70833	8.88000	4.44133	0.00000
10.01.2015 18:00	4.38333	16.79000	28.90667		-56.67500	1.18500	4.47150	0.00000
10.01.2015 19:00	2.51550	14.11167	38.05167		-51.98833	9.30000	4.42867	0.00000
10.01.2015 20:00	3.34950	14.53500	40.37333		-48.42167	5.54800	4.44900	0.00000
10.01.2015 21:00	3.26283	14.77333	42.07000		-34.64833	6.63200	4.43500	0.00000
10.01.2015 22:00	5.08650	15.39667	38.68167		-16.87667	13.38000	4.45150	0.00000
10.01.2015 23:00	5.08617	15.47333	37.12000		-20.12333	22.66000	4.43417	0.00000
11.01.2015 00:00	3.44650	14.33333	43.61833		-17.11500	24.10000	4.43033	0.00000
11.01.2015 01:00	2.60267	13.57333	49.08000		-28.95833	20.31000	4.41633	0.00000
11.01.2015 02:00	1.23433	11.49333	63.67333		-52.01000	17.97000	4.39267	0.00000
11.01.2015 03:00	2.01667	9.85500	73.94000		-49.61167	15.68000	4.36900	0.00000
11.01.2015 04:00	2.79917	8.50083	81.73500		-36.95333	13.10000	4.34283	0.00000
11.01.2015 05:00	3.10650	7.51117	86.66667		-29.22167	12.75000	4.33650	0.39000
11.01.2015 06:00	2.70700	6.78400	91.15000		-20.39000	11.53000	4.34517	1.04000
11.01.2015 07:00	1.28567	6.49567	91.50000		-12.59700	9.95000	4.32083	0.13000
11.01.2015 08:00	1.65233	6.25583	86.53333		-20.80367	7.14200	7.86967	2.08000
11.01.2015 09:00	2.19600	5.46100	89.15000		-19.05000	6.31200	17.83167	0.91000
11.01.2015 10:00	1.49917	5.13883	81.80667		-15.29900	5.74000	41.12333	0.13000
11.01.2015 11:00	4.51833	4.96550	59.24667		-50.37333	5.83200	61.29833	0.00000
11.01.2015 12:00	3.08317	3.44483	62.72833		10.78417	0.46800	54.26667	0.00000
11.01.2015 13:00	3.18700	1.98917	61.70833		-17.98267	-5.27200	38.40667	0.00000
11.01.2015 14:00	4.76750	2.70983	47.64333		6.78400	-14.38000	40.78667	0.00000
11.01.2015 15:00	4.35300	2.78100	47.48000		-1.20383	-16.53000	24.45833	0.00000
11.01.2015 16:00	4.31600	2.56817	51.53667		-9.30983	-18.37000	7.44283	0.00000
11.01.2015 17:00	3.73667	1.56500	63.78500		-10.18633	-19.29000	4.26650	0.00000
11.01.2015 18:00	3.42433	1.39350	61.46333		-9.81983	-19.11000	4.22217	0.00000
11.01.2015 19:00	4.01867	1.20433	61.16500		-9.76717	-15.83000	4.23933	0.00000
11.01.2015 20:00	3.12050	0.92633	64.35667		-9.48417	-14.03000	4.22417	0.00000
11.01.2015 21:00	3.18967	0.87450	63.78667		-7.06900	-12.63000	4.25717	0.00000
11.01.2015 22:00	2.46233	0.47233	69.67500		-7.55450	-11.57000	4.20250	0.00000
11.01.2015 23:00	1.90500	0.23400	74.98333		-10.68017	-10.70000	4.24100	0.00000
12.01.2015 00:00	2.19867	0.31583	76.38167		-8.12283	-10.48000	4.28033	0.00000
12.01.2015 01:00	1.69900	-0.35983	88.83333		-15.60000	-10.00000	4.22383	0.00000
12.01.2015 02:00	2.25500	0.26817	84.35000		-30.75833	-9.69000	4.21100	0.00000
12.01.2015 03:00	2.06867	1.06667	74.79167		-39.04333	-9.47000	4.18833	0.00000
12.01.2015 04:00	1.91067	0.73183	81.63333		-22.53150	-9.47000	4.39050	0.00000
12.01.2015 05:00	1.97200	0.38183	88.56667		-22.16667	-9.47000	4.27717	0.00000
12.01.2015 06:00	2.08033	0.70183	85.31667		-27.31483	-9.43000	4.30183	0.00000
12.01.2015 07:00	1.33367	1.04817	81.02333		-23.50000	-9.47000	4.28483	0.00000
12.01.2015 08:00	0.97283	0.51833	87.13333		-14.89183	-9.30000	11.21350	0.00000
12.01.2015 09:00	2.04350	2.00967	70.74000		-141.05500	-8.95000	41.61500	0.00000
12.01.2015 10:00	1.17583	2.68667	64.85333		-1.18550	-8.81000	200.51667	0.00000
12.01.2015 11:00	0.45700	2.91950	63.58167		4.77300	-8.42000	256.48333	4.03000
12.01.2015 12:00	0.80800	2.90467	62.14500		-2.25250	-7.89100	300.16667	3.38000
12.01.2015 13:00	0.69550	4.38367	53.82500		-2.88367	-7.89000	353.38333	2.86000
12.01.2015 14:00	0.89050	3.66833	62.03167		-11.87117	-7.88800	138.73333	0.00000
12.01.2015 15:00	1.55783	2.69217	69.95500		-44.99000	-7.88900	49.43167	0.00000
12.01.2015 16:00	2.80283	2.63933	71.09333		-45.07500	-8.20000	20.56050	0.00000
12.01.2015 17:00	1.16200	1.48017	74.88167		-40.83167	-7.97900	4.23500	0.00000
12.01.2015 18:00	2.44267	1.33550	77.75833		-45.58500	-8.11000	4.24383	0.00000
12.01.2015 19:00	1.88950	0.82417	78.75500		-44.49333	-7.89300	4.24567	0.00000
12.01.2015 20:00	1.71217	0.13750	79.01667		-50.04167	-7.89300	4.22533	0.00000
12.01.2015 21:00	1.54417	-0.83967	83.41667		-44.70333	-7.45400	4.20967	0.00000
12.01.2015 22:00	1.52317	-1.62267	84.75000		-45.24167	-7.36800	4.19150	0.00000
12.01.2015 23:00	1.12567	-2.18500	85.81667		-43.08833	-7.36800	4.17400	0.00000
13.01.2015 00:00	1.11767	-3.47350	90.28333		-44.06667	-7.36800	4.14183	0.00000
13.01.2015 01:00	1.17933	-3.68650	92.21667		-41.56667	-8.34000	4.16050	0.00000
