datum	tmin	tmax	rhmin	rhmax	solar	wind
2017-06-12	10.7	31.3	30	92	12.815	0.3355035
2017-06-13	18.8	29.6	41	95	20.637	0.240162028
2017-06-14	15.3	24.9	40	89	23.778	0.125868049
2017-06-15	13.7	28.6	36	93	25.606	0.1484375
2017-06-16	14.6	25.6	52	92	24.286	0.272714118
2017-06-17	14.7	23.8	25	90	16.521	0.389467618
2017-06-18	13.8	25.6	30	78	23.305	0.735821771
2017-06-19	11.7	29.5	27	88	16.223	0.373119215
2017-06-20	12.3	32	30	93	21.431	0.183159708
2017-06-21	17.1	32.4	30	90	7.250	0.214554389
2017-06-22	15.4	34.1	24	95	25.769	0.160156236
2017-06-23	17.3	34.5	32	94	18.696	0.278067132
2017-06-24	16.4	31.9	41	94	14.719	0.127459486
2017-06-25	17.9	25.1	57	92	22.805	0.343171264
2017-06-26	15.2	29.1	34	97	15.052	0.308883097
2017-06-27	15	28.7	41	93	23.145	0.247395826
2017-06-28	16.4	29.9	44	93	14.204	0.468026597
2017-06-29	15.3	26.1	38	93	20.650	1.067997681
2017-06-30	13.1	26.8	27	86	24.959	0.735243049
2017-07-01	15.8	27.1	29	79	20.036	0.446759236
2017-07-02	12.7	25	32	89	20.181	0.549479153
2017-07-03	13.4	26	30	85	17.011	0.479311333
2017-07-04	10.6	29.5	26	92	21.480	0.275462951
2017-07-05	13.7	30.6	30	92	22.815	0.358506917
2017-07-06	14.9	32.3	32	91	23.661	0.244502313
2017-07-07	17.3	33.6	32	92	14.127	0.278067125
2017-07-08	17.3	33.5	23	92	24.599	0.489149271
2017-07-09	18	34.8	30	90	21.145	0.286313646
2017-07-10	18.4	35.2	15	89	7.978	0.735677083
2017-07-11	18.7	30.1	30	86	18.087	0.405237285
2017-07-12	16.5	30.5	36	92	19.225	0.486111118
2017-07-13	14.6	29.1	21	93	23.275	0.36603009
2017-07-14	10.3	20.3	40	88	24.054	0.307002306
2017-07-15	12.9	23.8	31	88	21.423	0.835648167
2017-07-16	11.1	25.3	24	80	22.711	0.585069451
2017-07-17	10.4	29.4	24	88	22.474	0.444878438
2017-07-18	11.6	31.2	20	91	16.330	0.352719917
2017-07-19	13.1	33	20	90	15.884	0.551793979
2017-07-20	14.1	34.8	20	90	5.780	0.43200234
2017-07-21	16.2	32.8	26	85	19.602	0.2734375
2017-07-22	18.2	34.8	22	86	14.139	0.276909701
2017-07-23	17.9	30.8	40	89	13.771	0.507812486
2017-07-24	16.4	23	73	92	20.324	0.424479188
2017-07-25	13.7	25.5	28	93	23.430	0.468460646
2017-07-26	11.6	23.3	44	92	20.332	0.32928241
2017-07-27	15.5	24.5	38	94	22.785	0.152488424
2017-07-28	14.6	30.4	29	92	22.511	0.349247688
2017-07-29	16.9	29.4	34	91	19.642	0.306423604
2017-07-30	15.4	32.7	32	92	21.650	0.359953722
2017-07-31	15.7	34.1	29	92	20.741	0.334056715
2017-08-01	16.9	34.9	28	92	20.635	0.303964139
2017-08-02	19.1	36	26	90	7.830	0.556423639
2017-08-03	19.5	36.3	25	83	21.971	0.585937472
2017-08-04	19.5	38.6	23	90	17.079	0.419560201
2017-08-05	20.3	33.5	33	88	16.259	0.321469924
2017-08-06	16.8	26.2	56	90	16.649	0.490017347
2017-08-07	15.1	27.2	34	89	18.540	0.434172458
2017-08-08	13.9	27.6	51	92	8.850	0.287181722
2017-08-09	17	32.6	44	93	16.985	0.338975688
2017-08-10	17.2	33.9	34	97	20.566	0.745225674
2017-08-11	17.6	29.6	39	97	20.084	0.583043986
2017-08-12	14	21.9	59	92	16.673	0.325231486
2017-08-13	12.6	26.7	41	92	19.137	0.297309021
2017-08-14	12.8	28.7	31	94	18.578	0.273726882
2017-08-15	12.7	29.7	30	94	5.946	0.331741903
2017-08-16	13.6	30.9	28	94	14.032	0.310474528
2017-08-17	17.4	31.4	31	88	14.747	0.290075229
2017-08-18	15.4	32.4	27	94	17.588	0.358217611
2017-08-19	15.4	24.4	52	91	17.906	0.322338
2017-08-20	12.6	23.6	35	92	17.399	0.617621542
2017-08-21	9.3	23.1	28	91	14.107	0.679687507
2017-08-22	8.1	24.3	31	90	16.785	0.414785896
2017-08-23	10.1	26.3	33	92	16.012	0.302372694
2017-08-24	11	30	36	94	8.033	0.344184028
2017-08-25	13.6	31.4	32	96	17.459	0.38310184
2017-08-26	14.9	33.5	27	96	16.911	0.331597194
2017-08-27	17.9	34.2	29	92	15.622	0.436053194
2017-08-28	16	26	47	97	6.351	0.216869201
2017-08-29	12.4	26.4	34	96	6.023	0.304976833
2017-08-30	9.9	28.2	29	96	10.762	0.291666653
2017-08-31	11.8	32.9	35	94	15.657	0.231047493
2017-09-01	16.8	24.8	55	93	15.116	0.231047451
2017-09-02	12.6	18.4	59	92	10.138	0.186921264
2017-09-03	12.1	19.3	44	92	4.426	0.613136542
2017-09-04	7	23.5	28	90	10.149	0.379340285
2017-09-05	7.7	25.4	24	96	13.226	0.407407444
2017-09-06	9.5	24.6	50	95	5.409	0.216579833
2017-09-07	12.1	17.6	83	93	3.731	0.147714111
2017-09-08	10.2	20	57	98	4.395	0.265624958
2017-09-09	9	25.2	45	98	13.318	0.643229167
2017-09-10	13.4	23.5	52	92	14.363	0.155237278
2017-09-11	13.5	19.2	88	97	4.639	0.113570583
2017-09-12	12.1	17.1	80	94	3.635	0.349247688
2017-09-13	7.6	21.1	42	95	5.299	0.593005957
2017-09-14	10.4	23.7	44	91	8.359	1.044704861
2017-09-15	10	14.1	71	94	0.500	0.142795132
2017-09-16	11.3	15.3	82	97	2.620	0.177372708
2017-09-17	9	16.3	70	97	12.225	0.209056715
2017-09-18	8.3	16.6	61	98	12.705	0.303964125
2017-09-19	8.9	12.7	92	96	12.180	0.694878451
2017-09-20	8.9	13.4	63	92	6.783	0.291087951
2017-09-21	8.3	18.9	33	80	5.816	0.933738396
2017-09-22	5.7	23	29	91	4.551	0.364149319
2017-09-23	6	21.4	38	97	4.809	0.336660875
2017-09-24	10.3	18.4	58	94	9.649	0.163628486
2017-09-25	10.8	17.1	61	95	11.165	0.051504618
2017-09-26	11.7	17.3	76	93	11.496	0.46108216
2017-09-27	12.3	17.5	78	93	11.524	0.227864583
2017-09-28	8.8	21.2	42	98	11.188	0.172453694
2017-09-29	6	19.7	35	97	3.586	0.143518507
2017-09-30	3.3	18.9	32	97	10.897	0.203269674
2017-10-01	1.8	18.4	35	96	10.645	0.203414319
2017-10-02	1.9	18.8	34	96	6.891	0.240306688
2017-10-03	4.9	17.2	62	96	7.243	0.184461799
2017-10-04	7.8	19.1	48	98	8.751	0.492187486
2017-10-05	9.6	23.2	44	97	6.610	0.498553236
2017-10-06	5.8	14.5	62	92	10.042	0.346209465
2017-10-07	2.3	17.8	40	95	9.580	0.343026604
2017-10-08	3.4	18.8	44	95	9.616	0.215277757
2017-10-09	5.2	14.7	52	97	9.023	0.103153931
2017-10-10	7.8	18.5	55	95	9.438	0.212239556
2017-10-11	6.1	20.9	49	97	9.380	0.177951368
2017-10-12	4.4	24	41	98	9.897	0.254918979
2017-10-13	6.3	22.7	49	98	8.992	0.163049799
2017-10-14	7	21.4	47	98	8.706	0.241174757
2017-10-15	5.8	23.8	48	98	9.435	0.204282389
2017-10-16	8.6	24.3	47	98	9.104	0.125289347
2017-10-17	5.7	24.1	45	98	6.849	0.166087958
2017-10-18	7.5	23.3	31	98	1.449	0.206018528
2017-10-19	4.3	19.6	59	97	2.258	0.218171264
2017-10-20	6.4	20.5	52	98	9.098	0.128616896
2017-10-21	7	18.8	65	98	7.739	0.148726847
2017-10-22	7.2	11.4	92	98	8.041	0.203269639
2017-10-23	7.3	11.6	54	94	2.458	0.528935208
2017-10-24	4.7	16	45	89	5.127	1.233796306
2017-10-25	1.6	16.7	49	96	4.653	0.241464111
2017-10-26	3.4	20.1	49	98	5.307	0.222366903
2017-10-27	7.4	13.1	58	98	8.002	0.50564234
2017-10-28	1.3	14.2	41	93	5.745	0.262586806
2017-10-29	5.1	16.7	31	92	4.557	0.766203722
2017-10-30	0.3	12.3	28	92	6.607	0.57638891
2017-10-31	-0.8	14.3	30	94	6.361	0.293981472
2017-11-01	-1.7	14.3	42	95	5.928	0.236979188
2017-11-02	0.8	13	69	95	0.927	0.153067111
2017-11-03	3.2	15.6	57	97	0.925	0.30208334
2017-11-04	0.6	16.4	45	98	1.444	0.185908556
2017-11-05	3	18.7	49	98	4.022	0.50376159
2017-11-06	6.8	8.9	86	91	4.719	0.31018516
2017-11-07	7.6	9.4	74	93	4.170	0.271701417
2017-11-08	3.5	8.9	87	96	2.803	0.155671278
2017-11-09	4.9	9.8	70	97	1.248	0.267071736
2017-11-10	3.6	12	65	96	4.624	0.177083326
2017-11-11	1	9.8	74	98	3.514	0.294126174
2017-11-12	3.5	10.6	72	97	2.257	0.313078715
2017-11-13	2.7	8.5	50	93	0.514	0.696325271
2017-11-14	-2	8	43	88	4.392	0.530671326
2017-11-15	-3.5	5.9	56	94	2.206	0.246238403
2017-11-16	3.9	6.6	68	84	4.825	0.138310181
2017-11-17	3.8	5.1	82	90	3.721	0.12659141
2017-11-18	-1.2	9.4	69	94	5.125	0.201533563
2017-11-19	-2.5	4	92	98	5.040	0.268663181
2017-11-20	-4	11.1	32	98	4.803	0.239583313
2017-11-21	-0.5	10.8	53	92	3.357	0.243634243
2017-11-22	1.8	16.5	46	90	2.560	0.27734375
2017-11-23	-1.7	16.3	39	97	5.165	0.166521979
2017-11-24	-0.9	4.3	90	98	3.826	0.214554403
2017-11-25	0.8	14.4	62	99	1.067	0.686053264
2017-11-26	-0.2	7.9	51	91	0.847	0.406828694
2017-11-27	-3.4	7.8	35	91	1.728	0.340133125
2017-11-28	-5	6.4	47	94	4.703	0.136718743
2017-11-29	0.2	6.2	63	94	4.817	0.328703722
2017-11-30	0.1	3.2	88	97	1.517	0.107494201
2017-12-01	0.2	2.6	93	98	4.282	0.068721056
2017-12-02	-2.9	5	56	96	4.451	0.324508076
2017-12-03	-4.6	4.1	48	90	4.646	0.328414354
2017-12-04	-7.1	-0.3	80	93	1.323	0.297164347
2017-12-05	-2.6	7.9	49	92	0.438	0.354166681
2017-12-06	-3.2	8.2	56	95	1.091	0.210069444
2017-12-07	-5.4	4	74	95	0.849	0.304832208
2017-12-08	-5.1	10.8	62	98	1.310	0.45587384
2017-12-09	-4.6	1.9	84	95	1.920	0.114149285
2017-12-10	-10	3.8	62	91	1.489	1.117621514
2017-12-11	2.1	13.6	60	88	0.592	0.934751194
2017-12-12	3.3	14.8	54	89	3.653	1.166377368
2017-12-13	-0.5	4.1	82	94	4.148	0.124855319
2017-12-14	0.1	10.4	61	93	4.254	0.394675944
2017-12-15	-0.2	4.8	93	98	4.309	0.33521409
2017-12-16	-1	7	64	96	2.670	0.279224521
2017-12-17	-2.7	6.4	49	98	2.984	0.418981465
2017-12-18	-4	4.8	53	93	3.203	0.403356479
2017-12-19	-6.3	4	46	92	3.943	0.31901041
2017-12-20	-2.5	2.6	69	89	3.733	0.17071759
2017-12-21	-3.7	4.9	55	94	4.189	0.278645826
2017-12-22	-2.6	4.1	75	93	3.703	0.232783569
2017-12-23	-3.4	7.7	66	97	2.343	0.303530076
2017-12-24	-1.5	14.7	44	93	0.683	0.44270834
2017-12-25	-3.3	10.1	58	97	3.786	0.443576389
2017-12-26	-4.5	12.2	58	97	3.201	0.616753521
2017-12-27	3.7	13.2	53	86	4.143	0.790653896
2017-12-28	0.4	9.5	70	96	0.765	0.47048609
2017-12-29	-2.8	6.6	32	98	2.601	0.179832167
2017-12-30	-3.7	5.8	52	93	2.671	0.245804396
2017-12-31	0.7	12	44	84	2.295	0.390625007
2018-01-01	4.3	9.8	60	94	2.823	0.294560208
2018-01-02	-1	5	89	97	4.528	0.501880806
2018-01-03	-3.6	8.7	40	98	4.083	0.195601868
2018-01-04	-3.4	7	66	94	1.833	0.131510417
2018-01-05	-0.6	11.8	70	94	0.665	0.396267368
2018-01-06	8.2	15.4	56	82	1.343	1.007233861
2018-01-07	4.2	12.5	67	95	1.722	0.457609917
2018-01-08	4.8	6.2	94	98	1.783	0.182581014
2018-01-09	5.6	6.3	97	98	0.547	0.217303243
2018-01-10	4.5	5.7	97	98	0.446	0.179687465
2018-01-11	4.2	6.6	82	98	0.387	0.330439847
2018-01-12	1	6.4	79	96	2.499	0.259548604
2018-01-13	1.1	4.2	88	93	2.450	0.169415493
2018-01-14	-1.4	1.5	78	94	4.301	0.471354146
2018-01-15	-2.5	-0.8	87	93	1.019	0.056568271
2018-01-16	-1.1	7.4	62	91	5.214	0.296874979
2018-01-17	-1.7	5.7	58	91	3.815	0.354166653
2018-01-18	-2.8	9.2	27	80	3.314	0.399305535
2018-01-19	-1.1	7.9	51	94	5.733	0.272569444
2018-01-20	-2.3	8.4	43	97	5.537	0.384114569
2018-01-21	0.3	7.8	57	87	5.550	0.499710639
2018-01-22	-3.9	4.1	53	89	4.429	0.468315965
2018-01-23	-1.5	9.6	49	92	1.072	0.347945604
2018-01-24	-3.4	10.1	53	94	2.214	0.230324063
2018-01-25	-3.1	8.8	57	95	6.543	0.338252285
2018-01-26	-2.4	6.7	74	96	6.513	0.352575215
2018-01-27	0.4	3.1	87	98	2.846	0.271122681
2018-01-28	1	6.2	79	96	4.343	0.336950201
2018-01-29	-1.4	16.5	35	99	0.331	0.361979181
2018-01-30	-0.8	15.5	37	97	0.715	0.491030097
2018-01-31	-2.4	7.1	67	97	6.999	0.208622681
2018-02-01	6.8	12.1	58	86	5.929	0.936921326
2018-02-02	0.2	7.5	84	97	2.210	0.115162014
2018-02-03	-0.1	1.7	95	98	0.948	0.173321757
2018-02-04	-2.2	7	42	96	1.503	0.240885417
2018-02-05	-2.9	4.7	71	96	2.904	0.183449035
2018-02-06	-1.3	1.2	78	90	2.120	0.417390049
2018-02-07	-1.3	0.6	90	96	8.774	0.166956007
2018-02-08	0	3.9	86	98	1.621	0.028211813
2018-02-09	-0.7	2.5	76	97	5.292	0.207175951
2018-02-10	-0.9	1.7	72	93	8.394	0.133246521
2018-02-11	-1.7	4.7	49	90	9.792	0.39279516
2018-02-12	-1	1.7	74	94	4.995	0.242766208
2018-02-13	0	3.3	58	90	9.618	0.4921875
2018-02-14	-3.4	5.3	44	85	4.576	0.691695604
2018-02-15	-6.7	5.4	35	90	5.347	0.444589118
2018-02-16	-3.6	3.7	58	85	2.197	0.189380785
2018-02-17	-2.7	6.9	58	92	2.358	0.567418972
2018-02-18	0.2	4.2	62	94	0.910	0.612991896
2018-02-19	-1.5	2.8	52	89	1.601	0.291521986
2018-02-20	-1	0.8	87	93	4.593	0.396990743
2018-02-21	-1	1.8	79	93	10.574	0.471788174
2018-02-22	-1.6	-0.3	83	90	5.439	0.54166666
2018-02-23	-1.8	0.6	86	93	7.655	0.228877319
2018-02-24	-5.3	1.3	46	93	11.383	0.619357646
2018-02-25	-10.8	-3.5	40	70	7.261	0.919415514
2018-02-26	-12	-6.9	50	80	4.163	1.28038191
2018-02-27	-10.4	-6.3	51	81	6.522	0.984809007
2018-02-28	-18.4	-3.7	35	86	8.170	0.304398153
2018-03-01	-19.1	-5.6	62	86	3.251	0.503182875
2018-03-02	-8	-4.4	71	89	9.438	0.295283597
2018-03-03	-5.2	0.4	62	89	10.385	0.500868028
2018-03-04	-2.2	3.4	42	84	12.940	0.501302083
2018-03-05	-2.2	0.3	84	93	9.329	0.556568313
2018-03-06	-2	5.8	62	93	10.029	0.370225667
2018-03-07	-1.7	12.2	45	94	7.386	0.387152792
2018-03-08	1.3	10.9	44	94	8.994	0.599826396
2018-03-09	-1.6	12.8	39	91	9.515	0.543547472
2018-03-10	0.2	14.1	45	88	11.064	0.624131938
2018-03-11	0.4	14.5	59	90	9.379	0.662760431
2018-03-12	7.5	16	42	92	6.239	1.442563646
2018-03-13	3	18.5	31	91	1.815	0.587818292
2018-03-14	4.3	15.3	34	95	1.222	0.543113451
2018-03-15	4.7	14.7	38	93	2.017	0.928964132
2018-03-16	4.2	12.3	64	96	8.814	0.430410882
2018-03-17	0.6	5.6	91	97	8.946	0.520978007
2018-03-18	-2.9	0.8	74	96	14.360	0.544560201
2018-03-19	-3.8	-1	70	88	5.879	0.336516208
2018-03-20	-3.8	2.4	57	84	12.379	0.33912034
2018-03-21	-1.6	4.9	39	82	5.596	0.846354153
2018-03-22	-5.4	6.5	28	87	13.730	0.605468708
2018-03-23	-4.4	5.4	55	88	11.458	0.426504639
2018-03-24	-1.5	9.2	39	87	11.378	0.795428229
2018-03-25	-2	5.7	49	91	3.040	0.399305549
2018-03-26	-2.7	11.4	42	92	6.364	0.453559
2018-03-27	1.7	12.2	38	92	4.760	0.622685174
2018-03-28	-0.1	13.5	51	97	13.908	0.584056701
2018-03-29	7.9	12.5	54	93	18.239	0.597945597
2018-03-30	5.3	15.2	61	94	12.480	0.400896979
2018-03-31	4.5	13.9	54	97	9.669	0.665943278
2018-04-01	4.7	15.7	26	97	8.754	0.940827549
2018-04-02	-0.4	17.3	22	85	19.003	0.79296875
2018-04-03	11.2	18.5	30	47	13.166	1.37977434
2018-04-04	12.3	16.6	43	67	18.995	1.729745403
2018-04-05	9.3	17.8	44	85	17.768	0.687789354
2018-04-06	3.4	16.6	30	91	13.584	0.657986132
2018-04-07	1.8	15.9	38	91	17.040	0.853877319
2018-04-08	4.1	21.7	25	97	8.055	0.689525479
2018-04-09	5.7	24	23	89	19.761	0.942563632
2018-04-10	7.7	18.1	41	88	19.718	1.390769674
2018-04-11	9.3	21.3	31	82	11.297	1.094184021
2018-04-12	7.2	20	42	92	12.526	0.491753472
2018-04-13	11	19.9	32	96	13.330	1.462962931
2018-04-14	4.1	22.1	28	90	20.106	0.472511569
2018-04-15	10.9	22.1	46	85	20.613	0.516493035
2018-04-16	14	22.3	54	92	20.311	0.683159694
2018-04-17	12.7	21.2	37	91	20.378	0.607349514
2018-04-18	9.8	22.4	29	82	19.581	0.734085639
2018-04-19	6.9	26.2	20	91	16.664	0.541666674
2018-04-20	8.9	26.4	26	88	13.624	0.514178264
2018-04-21	7.2	26.4	22	94	19.701	0.44155091
2018-04-22	8.1	28.8	26	92	9.046	0.339409736
2018-04-23	11.8	28.7	26	90	20.115	0.523437507
2018-04-24	12.4	25.3	32	89	20.292	0.20833334
2018-04-25	9.1	27.1	30	96	20.432	0.419704875
2018-04-26	9.7	20.2	46	92	21.127	0.477719882
2018-04-27	9.6	19.9	46	92	18.078	0.409288181
2018-04-28	6.8	26.5	32	96	20.144	0.335648132
2018-04-29	10.6	28.3	26	96	19.359	0.382812472
2018-04-30	10.9	24.2	28	92	9.719	1.223379618
2018-05-01	13.8	22.3	24	78	11.611	0.656828708
2018-05-02	11.7	27.3	40	88	20.805	0.50766784
2018-05-03	11.4	26	39	97	21.789	0.488281215
2018-05-04	14.5	24.2	51	90	16.295	0.709201417
2018-05-05	14.4	23.6	55	93	23.031	0.561197917
2018-05-06	12.6	23.3	31	77	22.587	0.386718708
2018-05-07	11.9	25.4	34	87	13.910	0.327690951
2018-05-08	9.1	22.7	34	91	21.482	0.444010431
2018-05-09	9.4	25.2	27	94	20.313	0.365740736
2018-05-10	11.8	26.9	32	88	3.269	0.388888868
2018-05-11	13.5	23.5	51	90	5.928	0.232783576
2018-05-12	12.1	27.3	39	96	18.948	0.384548576
2018-05-13	12.2	27	40	96	19.235	0.410734965
2018-05-14	12.3	16.3	86	93	18.842	0.30338541
2018-05-15	8.6	16.3	63	94	15.052	0.421441007
2018-05-16	8	20.9	40	97	15.568	0.521122688
2018-05-17	10	22.4	36	92	23.238	0.466001153
2018-05-18	11.3	22.6	36	93	16.535	0.490017354
2018-05-19	10.2	22.8	43	92	17.212	0.46035884
2018-05-20	12.9	22.4	46	88	13.485	0.422164368
2018-05-21	11.8	24.3	32	90	13.704	0.411313653
2018-05-22	10.2	24.2	51	94	25.036	0.218749993
2018-05-23	11.9	27.5	42	96	18.765	0.197771965
2018-05-24	15.5	25.4	52	92	21.642	0.391493063
2018-05-25	14.4	21.7	63	92	13.825	0.349536986
2018-05-26	12.6	27.2	36	97	23.544	0.281105313
2018-05-27	13.2	28.7	37	95	19.805	0.343026639
2018-05-28	15.1	29.3	36	91	17.871	0.334490736
2018-05-29	16.4	28.9	37	94	21.377	0.360387729
2018-05-30	16.1	28.3	35	95	23.713	0.326388875
2018-05-31	14.6	29	42	94	21.694	0.207175931
2018-06-01	15.7	30.2	34	93	18.650	0.347077542
2018-06-02	13.9	28.6	38	96	18.348	0.487702528
2018-06-03	15.6	28.2	37	87	14.945	0.382667833
2018-06-04	15.1	28.8	43	95	21.238	0.413917819
2018-06-05	16.2	29.1	36	94	19.553	0.308449063
2018-06-06	15.1	29.3	41	95	24.346	0.342303229
2018-06-07	16.9	27.4	53	93	23.664	0.211082174
2018-06-08	15.8	29.3	44	97	13.927	0.387152778
2018-06-09	16.2	26.6	48	96	15.410	0.401041674
2018-06-10	15.7	30.3	34	97	9.435	0.302806708
2018-06-11	17.6	30	41	92	19.181	0.296875007
2018-06-12	16.6	30.5	39	93	16.674	0.319299792
2018-06-13	14.8	23.6	58	95	14.320	0.340567139
2018-06-14	15	17.3	61	90	23.911	0.428385424
2018-06-15	13.7	23.8	39	86	19.137	0.439814826
2018-06-16	15.7	26.5	38	70	24.908	0.452112285
2018-06-17	17.5	26.4	48	78	24.300	0.385416681
2018-06-18	16.2	28.2	27	80	12.422	0.79947916
2018-06-19	13.7	28	32	84	18.381	0.398582208
2018-06-20	15.8	30.4	31	88	20.059	0.430700208
2018-06-21	15.7	31.3	35	94	16.925	0.68243634
2018-06-22	10.5	19	54	91	14.539	0.32364
2018-06-23	7.1	22.7	27	92	18.764	0.480179375
2018-06-24	12.2	22.1	40	91	8.759	0.248987222
2018-06-25	11.7	20.9	46	91	13.614	0.229021972
2018-06-26	11.5	23.3	39	91	18.454	0.463831035
2018-06-27	13	22.4	41	88	23.623	0.65060766
2018-06-28	13.9	22.6	62	91	21.344	0.319733799
2018-06-29	17	26.1	48	81	18.032	0.768084535
2018-06-30	14.8	27.8	33	84	23.975	0.405816
