datum	tmin	tmax	rhmin	rhmax	solar	wind
2014-10-22	5.6	14.9	47	97	1.762	0.722077535
2014-10-23	6.6	11.4	68	94	2.310	0.34722225
2014-10-24	7.4	11.7	68	90	2.411	0.654079854
2014-10-25	2.7	8.6	84	95	3.240	0.097077535
2014-10-26	2.3	9.1	82	98	7.115	0.223379618
2014-10-27	0.8	9.7	74	98	6.331	0.068721063
2014-10-28	-0.3	10.1	77	99	5.757	0.118634229
2014-10-29	-0.3	9	76	100	7.542	0.156973375
2014-10-30	4.6	10.8	68	98	7.304	0.106481451
2014-10-31	1.6	14.6	60	98	4.714	0.144965292
2014-11-01	3.5	16.3	57	97	2.805	0.141059035
2014-11-02	3	15.5	64	99	5.718	0.077690958
2014-11-03	2.8	15	60	100	4.423	0.348813653
2014-11-04	8.6	18.6	51	83	2.995	1.334056715
2014-11-05	6.8	21.2	45	94	2.567	0.550636535
2014-11-06	9.9	18.1	76	98	1.377	0.214409701
2014-11-07	9.9	16.1	97	99	1.667	0.020833333
2014-11-08	9.5	13.2	93	100	6.198	0.038483778
2014-11-09	7.4	13.9	80	99	5.094	0.102575229
2014-11-10	6.6	18.7	62	100	3.847	0.410590292
2014-11-11	9.3	19.5	56	98	0.703	0.490451382
2014-11-12	7.2	14.8	86	99	1.888	0.140914354
2014-11-13	9	10.9	91	97	4.481	0.129918965
2014-11-14	10.2	12.8	90	97	5.624	0.069155111
2014-11-15	8.1	14.9	72	98	2.228	0.556423632
2014-11-16	7.1	17.5	50	99	3.265	0.541956042
2014-11-17	6.5	12.3	88	99	4.375	0.217447903
2014-11-18	6.5	14.8	60	99	5.440	0.707465271
2014-11-19	5.4	12.9	64	96	4.401	0.289496528
2014-11-20	1.6	13.9	50	99	4.843	0.179108785
2014-11-21	0.7	9.6	68	97	1.544	0.203124965
2014-11-22	0.7	11.8	56	99	0.852	0.164207181
2014-11-23	0.2	3.2	96	100	1.388	0.242910875
2014-11-24	2.7	4.4	91	100	1.614	0.121238451
2014-11-25	1.7	5.6	83	98	1.610	0.176793972
2014-11-26	2.4	4.8	78	97	0.728	0.342592611
2014-11-27	1.3	3.2	79	92	0.724	0.650173611
2014-11-28	1.1	3.5	90	99	0.703	0.245949083
2014-11-29	2.9	3.8	98	100	0.364	0.058015049
2014-11-30	3	4.2	99	100	0.616	0.107349507
2014-12-01	2.1	3.6	100	100	0.533	0.151620354
2014-12-02	1.4	2.4	99	100	0.681	0.177951375
2014-12-03	1.7	3.8	99	100	0.984	0.116174757
2014-12-04	3.7	4.3	99	100	0.333	0.054108785
2014-12-05	3.9	5.4	98	100	0.766	0.044126146
2014-12-06	4.7	5.5	99	100	2.283	0.143952549
2014-12-07	4.9	6.2	98	99	1.168	0.008391194
2014-12-08	2.5	6.5	91	100	4.180	0.037181694
2014-12-09	-1.7	4.9	54	98	3.639	0.677951382
2014-12-10	-3.5	6.7	55	97	3.985	0.145544
2014-12-11	-2.4	8.9	55	99	3.336	0.087239583
2014-12-12	-3.7	9.8	50	100	2.319	0.213396972
2014-12-13	-2.2	13.4	52	96	2.333	0.267071771
2014-12-14	0.6	13	63	98	1.277	0.117042819
2014-12-15	-1.4	7.8	85	99	2.012	0.03935184
2014-12-16	-1.4	4.3	98	100	2.442	0
2014-12-17	2.4	8.2	84	100	3.866	0.044994208
2014-12-18	1.1	10	80	99	4.306	0.100260424
2014-12-19	1.1	15.4	50	100	4.266	0.136429403
2014-12-20	1.1	13.8	61	99	1.383	0.281683986
2014-12-21	-1.7	12.2	33	96	3.782	0.317563646
2014-12-22	-3.1	8.5	51	98	3.457	0.148148132
2014-12-23	-0.6	15.1	42	95	3.868	0.161168972
2014-12-24	-3.4	6.8	76	99	3.619	0.098379639
2014-12-25	-3.5	11.2	49	100	1.741	0.227141188
2014-12-26	-3.1	7.4	43	98	0.187	0.189959493
2014-12-27	-4.6	1.2	69	98	0.577	0.487702556
2014-12-28	-4	-0.6	52	99	1.360	0.673177076
2014-12-29	-9.1	0.2	35	91	5.080	0.856626174
2014-12-30	-11.9	-0.6	45	92	1.770	0.372540514
2014-12-31	-13.9	-2.8	46	92	4.103	0.352719868
2015-01-01	-9.7	-0.9	54	85	4.385	0.232060167
2015-01-02	-6.2	4	60	96	4.550	0.221354146
2015-01-03	-5.4	6.7	63	99	3.045	0.236979146
2015-01-04	-2.7	7.7	33	99	3.321	0.884982667
2015-01-05	-4.1	5.3	49	97	2.546	0.602864611
2015-01-06	-4.2	6.5	54	96	1.920	0.20703125
2015-01-07	-6.1	1.1	70	98	2.614	0.209924743
2015-01-08	-7	-0.7	85	97	4.621	0.114004618
2015-01-09	-4.5	7.7	63	98	0.310	0.154947917
2015-01-10	2.6	15.7	42	82	2.873	0.19646991
2015-01-11	-0.5	6.4	75	97	4.525	0.250868076
2015-01-12	-2.7	8.2	46	97	4.139	0.075520833
2015-01-13	-3.3	12.3	40	98	3.806	0.104456007
2015-01-14	-1.9	11.1	42	96	4.674	0.227575222
2015-01-15	-2.2	9.6	65	98	1.647	0.114583313
2015-01-16	-1.4	13.8	52	99	1.452	1.117910875
2015-01-17	5.4	12.7	56	81	3.910	1.060619201
2015-01-18	0.2	9.4	72	96	1.595	0.158130792
2015-01-19	-1.3	7.8	65	97	1.216	0.157118069
2015-01-20	-1.4	3.8	96	100	0.933	0.192853
2015-01-21	2.5	4.4	96	100	0.616	0.037181708
2015-01-22	3.8	6.6	97	100	1.829	0.004340278
2015-01-23	4.9	6.4	67	98	2.244	0.294994208
2015-01-24	1.8	6.1	63	95	5.140	0.304542826
2015-01-25	0.6	5.1	57	98	1.674	1.152054403
2015-01-26	-3.8	4.9	57	95	5.828	0.1587095
2015-01-27	-5.1	1.5	81	98	3.883	0.027633097
2015-01-28	-5	6.5	51	99	0.156	0.241319444
2015-01-29	0	4.5	58	87	5.846	0.415364583
2015-01-30	-0.1	2	80	99	2.684	0.157262736
2015-01-31	-2.8	6.9	56	97	4.090	0.136718743
2015-02-01	-3.2	2.5	76	98	4.325	0.096788194
2015-02-02	-5	6.2	61	100	2.544	0.129918972
2015-02-03	-4.5	0.7	90	99	1.721	0.120515028
2015-02-04	-0.3	1.9	74	98	2.575	0.208188667
2015-02-05	-1.4	0.9	69	95	6.101	0.510272014
2015-02-06	-0.8	0.9	56	70	5.045	1.312644688
2015-02-07	-6.5	3.3	47	87	2.418	0.470920132
2015-02-08	-7.6	3.8	43	95	3.901	0.962962938
2015-02-09	-3.1	0.5	53	91	4.743	0.311487264
2015-02-10	-0.8	5.7	68	93	5.210	0.208188667
2015-02-11	-1.2	5.8	71	98	7.232	0.160156257
2015-02-12	-1.6	6.5	64	94	7.250	0.186487278
2015-02-13	-4.2	6.8	58	99	6.281	0.176070604
2015-02-14	-3.5	8.7	63	98	8.679	0.249276597
2015-02-15	-2.9	11.7	49	98	6.176	0.131510403
2015-02-16	-1.4	11.6	41	97	4.014	0.262008111
2015-02-17	-3.7	6.8	58	98	8.616	0.37384259
2015-02-18	-2.7	7.6	43	88	9.022	0.187210618
2015-02-19	-5.7	9.2	49	97	9.269	0.144386563
2015-02-20	-5	12.5	38	98	1.729	0.351273146
2015-02-21	-2	11.6	40	89	2.985	1.131365729
2015-02-22	1.7	6.2	69	96	1.622	0.41796875
2015-02-23	3	7.6	82	97	3.032	0.134693264
2015-02-24	4	6	94	98	9.725	0.046440972
2015-02-25	3.5	8.2	55	96	8.539	0.303964118
2015-02-26	0.4	11.4	42	88	7.744	0.368923604
2015-02-27	-2.2	10.8	52	98	7.989	0.42607059
2015-02-28	-0.4	9.9	54	96	3.761	0.253472215
2015-03-01	-1.7	11.3	50	97	11.415	0.293981479
2015-03-02	3.2	13.2	59	96	7.724	0.502604174
2015-03-03	-0.3	13.1	18	99	7.669	0.519531264
2015-03-04	-1.5	11.7	36	88	9.298	0.630787056
2015-03-05	3.9	8.9	34	61	8.058	1.55975116
2015-03-06	-1.7	7.7	35	78	11.893	1.30772566
2015-03-07	-3.4	10.7	37	92	11.520	0.573784722
2015-03-08	-4.2	11.1	33	97	11.727	0.307870375
2015-03-09	-3.6	10.6	40	96	4.964	0.439525493
2015-03-10	-2.6	14.7	27	97	7.550	0.408854188
2015-03-11	-1	10.7	41	91	8.244	0.945457132
2015-03-12	4.2	9.2	39	56	8.202	1.140335632
2015-03-13	2.4	7.9	46	78	4.338	0.631365736
2015-03-14	-0.5	9.5	53	94	8.850	0.307291667
2015-03-15	-1.4	9.4	60	96	9.769	0.150318264
2015-03-16	0.1	12.3	55	98	13.516	0.285011569
2015-03-17	1.5	13.7	41	96	13.159	0.343315972
2015-03-18	-0.5	14.9	26	96	12.338	0.358651611
2015-03-19	-0.1	14	32	86	13.923	0.540075236
2015-03-20	-2.3	13.7	27	95	10.534	0.330005792
2015-03-21	-2.3	16.8	27	94	13.535	0.523437493
2015-03-22	1.9	15.1	36	85	12.475	0.749276597
2015-03-23	-0.4	14	39	87	5.610	0.486400431
2015-03-24	-1.2	17.2	29	97	12.095	0.705873882
2015-03-25	2.3	15.3	49	95	3.012	0.287326368
2015-03-26	7.5	18.9	54	98	14.413	0.299768521
2015-03-27	7.6	10.3	54	99	13.146	0.646412069
2015-03-28	2.3	13.4	29	77	7.859	0.956452535
2015-03-29	-0.6	16.8	32	95	13.647	0.618344931
2015-03-30	4.8	17.1	35	92	16.186	0.446180542
2015-03-31	0.7	18.3	42	89	11.312	1.236545146
2015-04-01	2.5	12.3	19	74	16.584	1.766493035
2015-04-02	-1.5	15.2	21	83	7.967	1.163773118
2015-04-03	-1.6	12.5	17	85	13.314	0.87051509
2015-04-04	-1.1	8.9	34	86	12.661	0.57002316
2015-04-05	2.2	9.4	30	88	11.619	1.248553222
2015-04-06	-2	8.9	28	80	6.022	1.111834458
2015-04-07	2.3	9.7	30	67	18.009	1.82725691
2015-04-08	4.4	11.8	35	79	18.584	0.61501734
2015-04-09	1.3	15.4	41	95	16.753	0.446035854
2015-04-10	0.3	20.2	30	97	16.907	0.542968743
2015-04-11	2.9	22.6	29	94	18.276	0.586371549
2015-04-12	8.5	22.2	26	93	17.505	0.435040493
2015-04-13	4.7	24.9	18	95	19.256	0.707754625
2015-04-14	6.7	19	32	84	18.082	0.610387736
2015-04-15	4.4	25	18	95	6.656	0.650897
2015-04-16	5	26.3	19	96	7.917	0.685040514
2015-04-17	8.7	19.5	35	94	18.683	0.507667854
2015-04-18	5.1	12.3	38	95	20.594	0.442418965
2015-04-19	-1	14.8	29	96	19.713	0.451533556
2015-04-20	0.5	19.7	22	94	20.537	0.862413181
2015-04-21	4.5	21.9	15	85	19.238	0.844907396
2015-04-22	4.6	23.5	20	82	15.450	0.617476861
2015-04-23	4.3	23	23	92	20.600	0.582899326
2015-04-24	8.1	20	35	90	17.629	0.602285924
2015-04-25	4.2	22.4	34	98	18.674	0.722366882
2015-04-26	10.8	23.7	32	80	4.177	0.506076424
2015-04-27	11.8	22.7	35	80	19.825	1.196759278
2015-04-28	9.7	14.7	54	94	14.413	0.25173609
2015-04-29	5.6	17.8	30	91	9.270	0.320167806
2015-04-30	2.2	18.2	36	97	14.110	0.402343715
2015-05-01	3.6	17.1	51	99	9.278	0.883535875
2015-05-02	11.3	21.4	46	95	18.142	0.242042799
2015-05-03	10.8	19.4	63	97	15.021	0.178530083
2015-05-04	10.4	24.5	51	99	19.569	0.257233799
2015-05-05	12.5	26.8	38	94	23.202	0.401909729
2015-05-06	13.4	28.5	39	90	22.381	0.501446764
2015-05-07	11.2	24.5	26	91	14.787	0.417679403
2015-05-08	9.2	25	29	95	18.231	0.439525444
2015-05-09	8.7	24.5	41	97	23.737	0.429542826
2015-05-10	11.7	23.4	24	95	21.693	0.583622639
2015-05-11	8.2	22.8	24	83	20.058	0.349681736
2015-05-12	5	24.5	28	96	15.705	0.392505806
2015-05-13	9.1	28	37	97	2.377	0.481192139
2015-05-14	13.5	24.9	39	98	12.516	0.292968757
2015-05-15	12.3	14	84	97	13.074	0.044994222
2015-05-16	11.7	20.2	61	98	21.401	0.124855306
2015-05-17	9.6	22.2	51	99	21.088	0.21209491
2015-05-18	10.4	23.7	43	98	16.959	0.263310194
2015-05-19	10.1	28.6	32	98	5.422	0.398292799
2015-05-20	11.4	26.6	38	97	2.060	0.428964104
2015-05-21	9.5	13.8	74	95	2.281	0.31640625
2015-05-22	10.6	13	62	96	13.245	1.084924771
2015-05-23	10.3	12.6	96	98	8.465	0.316840264
2015-05-24	8	20.1	57	99	10.890	0.205584521
2015-05-25	10.3	17.5	58	96	12.558	0.159577535
2015-05-26	13.4	18.9	55	91	22.883	0.482494188
2015-05-27	10.6	16.9	33	83	22.467	0.824074104
2015-05-28	7.3	19.3	38	92	19.315	0.320167799
2015-05-29	5.4	24.4	31	97	16.428	0.3203125
2015-05-30	8.7	25.9	34	97	21.537	0.42578125
2015-05-31	13.1	22.4	50	97	23.852	0.232928257
2015-06-01	11.2	27.1	42	98	24.029	0.318431708
2015-06-02	13.2	29	30	98	23.797	0.250868056
2015-06-03	13.5	30.7	33	97	23.283	0.228732625
2015-06-04	16.4	29.8	34	96	24.441	0.342737243
2015-06-05	14.9	28.1	41	94	24.482	0.184317132
2015-06-06	12.9	30	35	97	24.354	0.205439799
2015-06-07	15.1	30.2	29	97	21.073	0.158130785
2015-06-08	13.4	29.8	30	97	24.150	0.250434049
2015-06-09	14.4	27.7	43	96	23.803	0.520833313
2015-06-10	13.4	28.6	37	95	24.368	0.38454859
2015-06-11	13.9	29.3	39	97	21.725	0.193287035
2015-06-12	15.5	30.6	31	97	17.564	0.607638868
2015-06-13	20.9	30.6	27	59	15.393	0.869068257
2015-06-14	15.2	31.5	24	87	7.293	0.46195025
2015-06-15	17.3	27.3	38	92	16.329	0.430555549
2015-06-16	15.4	20.4	54	96	19.084	0.418836806
2015-06-17	9.9	21	31	94	9.677	0.483506917
2015-06-18	8.1	24.2	32	94	14.750	0.400028931
2015-06-19	13.7	21.4	61	96	18.654	0.186342576
2015-06-20	9.9	21.1	40	98	23.704	0.299189826
2015-06-21	8.3	22.1	32	98	2.923	0.331886583
2015-06-22	9	25.2	37	97	21.294	0.625289382
2015-06-23	11.8	19.3	48	97	24.074	0.120370368
2015-06-24	10.7	22.1	38	98	22.242	0.294560181
2015-06-25	8.2	24.6	31	98	11.125	0.245370354
2015-06-26	13.1	26.2	29	92	15.777	0.342592563
2015-06-27	13.3	26.4	34	95	18.052	0.235098368
2015-06-28	13.3	25.6	36	96	21.992	0.514901632
2015-06-29	11.2	25.6	36	97	23.949	0.331886556
2015-06-30	12.9	28.5	33	97	23.683	0.170138875
2015-07-01	16	30	36	96	23.881	0.279513889
2015-07-02	16.3	31.6	31	97	23.264	0.200376153
2015-07-03	16.9	31.2	34	97	23.771	0.165798618
2015-07-04	15.9	31.4	28	96	19.104	0.164207174
2015-07-05	14.8	32.8	29	96	22.875	0.20486109
2015-07-06	16.1	36.2	27	97	7.655	0.126880792
2015-07-07	20.2	35.2	29	96	19.774	0.384837944
2015-07-08	17.5	33.4	36	97	24.831	0.360966389
2015-07-09	15.3	23.7	40	97	23.111	0.475983806
2015-07-10	12.7	25.9	33	98	22.110	0.414930569
2015-07-11	12.1	28.5	38	97	8.515	0.367332181
2015-07-12	16.7	31.4	26	97	20.042	0.312210632
2015-07-13	18.3	23.9	68	95	19.942	0.241608778
2015-07-14	17.2	29.5	41	97	18.683	0.162181736
2015-07-15	17.3	31.5	41	97	21.604	0.204282375
2015-07-16	19.1	31.7	44	95	21.651	0.184027757
2015-07-17	20.3	35.1	36	97	21.799	0.249421257
2015-07-18	20.8	33.2	37	93	20.726	0.454861104
2015-07-19	19.4	34.3	36	97	17.436	0.552372694
2015-07-20	19.5	32.6	33	92	22.217	0.27199075
2015-07-21	19.4	33.8	37	96	14.124	0.192852986
2015-07-22	20.1	35.6	31	96	18.414	0.234848497
2015-07-23	19.5	36.1	30	96	16.640	0.387152799
2015-07-24	20.7	32.7	42	88	7.338	0.341724556
2015-07-25	17.4	30.6	49	95	7.298	0.357638903
2015-07-26	14.4	20.9	68	97	9.985	0.114872681
2015-07-27	14.3	20.6	75	97	4.748	0.280381931
2015-07-28	15.6	23.9	55	97	7.489	0.180555528
2015-07-29	15.5	20	69	96	21.799	0.270399313
2015-07-30	15	18.9	64	97	20.729	0.119502299
2015-07-31	12.2	25.6	26	93	18.612	0.362702563
2015-08-01	9.4	26.5	39	98	19.780	0.203414326
2015-08-02	17	27.8	48	96	20.546	0.426793972
2015-08-03	17.6	29.6	44	94	20.843	0.307146979
2015-08-04	17.7	31.3	43	97	20.412	0.298321736
2015-08-05	18.9	32.9	32	97	19.788	0.174334472
2015-08-06	17.5	33.6	33	97	19.744	0.198061333
2015-08-07	18.7	34.7	30	97	19.886	0.251302056
2015-08-08	18.6	35	25	96	19.214	0.224392347
2015-08-09	17	34.8	24	96	19.863	0.219618056
2015-08-10	15	34.1	22	97	19.331	0.373987292
2015-08-11	15	34.8	17	96	18.940	0.475405104
2015-08-12	17	35.9	16	82	18.231	0.529369188
2015-08-13	17.8	36.2	17	88	15.710	0.448640063
2015-08-14	16.7	35.6	29	96	16.697	0.194444417
2015-08-15	17.7	34.1	28	96	2.761	0.450086792
2015-08-16	16.8	30.3	38	96	16.109	0.473090278
2015-08-17	17.5	19.4	87	97	10.856	0.426070576
2015-08-18	17	28.5	34	97	5.219	0.285734979
2015-08-19	16.2	24.2	54	94	7.037	0.112702569
2015-08-20	15.9	20.6	58	94	10.935	0.395543986
2015-08-21	13.7	21.8	50	94	14.898	0.171296306
2015-08-22	12.2	24.5	38	98	12.764	0.300347222
2015-08-23	11.9	24.5	51	97	4.134	0.214409715
2015-08-24	12.7	26.4	34	98	16.446	0.569589111
2015-08-25	16.1	23.1	54	93	16.124	0.368055528
2015-08-26	12.7	27	29	95	16.640	0.324942111
2015-08-27	11.7	29.3	45	98	15.297	0.224537042
2015-08-28	13.3	32.8	34	98	15.524	0.204861097
2015-08-29	15.8	35	22	98	16.219	0.213396986
2015-08-30	14.6	33.7	34	98	15.146	0.198784701
2015-08-31	16.2	32.3	25	98	8.249	0.424623833
2015-09-01	15.2	33.3	20	93	11.775	0.38541666
2015-09-02	14.9	28.1	40	92	6.486	0.155815979
2015-09-03	14.2	25.7	43	95	3.154	0.237557854
2015-09-04	15.9	22.9	47	95	11.873	0.122540535
2015-09-05	12.1	16.1	88	97	12.668	0.221788188
2015-09-06	8.1	21.2	34	96	15.165	0.259259243
2015-09-07	5.3	20.9	23	98	10.753	0.392216424
2015-09-08	9.8	21.8	33	95	7.709	0.335358826
2015-09-09	7.3	20.7	34	98	11.478	0.291377299
2015-09-10	6.8	19.9	41	97	14.283	0.203269674
2015-09-11	9.8	21.5	48	97	11.719	0.173900465
2015-09-12	8.3	24.4	42	99	11.461	0.282118056
2015-09-13	9.5	24.9	39	98	5.689	0.293113424
2015-09-14	14.2	26.7	38	92	8.868	0.464265063
2015-09-15	15.6	25.5	55	98	11.605	0.355034729
2015-09-16	16.5	27	54	83	11.836	0.780381924
2015-09-17	20.6	30.5	40	76	7.135	0.649160889
2015-09-18	15.6	28.3	34	83	11.184	0.197772
2015-09-19	12.9	22.7	47	94	11.840	0.267071736
2015-09-20	10.3	22.4	36	96	11.520	0.59881366
2015-09-21	6.4	22.4	26	97	7.721	0.364438674
2015-09-22	4.4	22.5	32	98	3.312	0.233072917
2015-09-23	7.4	25.1	41	97	1.108	0.369646986
2015-09-24	10.7	15.3	72	89	5.546	0.550347236
2015-09-25	11.9	13.5	77	97	5.555	0.271846063
2015-09-26	12.2	18.3	48	96	5.820	0.330150458
2015-09-27	11.3	17.3	45	73	8.134	0.600115729
2015-09-28	7.2	17.4	39	83	6.546	0.647858778
2015-09-29	8.1	17	39	72	9.324	0.531394701
2015-09-30	7.7	15.9	41	85	10.808	0.293692153
2015-10-01	7.8	17.3	40	94	9.344	0.265769694
2015-10-02	6.8	19.6	42	96	6.620	0.306423639
2015-10-03	5.7	20.2	59	98	10.164	0.282986097
2015-10-04	14.1	22.3	48	88	7.588	0.892216431
2015-10-05	9.9	23	46	96	1.980	0.325810167
2015-10-06	8	19.7	69	98	3.973	0.199363403
2015-10-07	13.9	15.5	96	98	4.703	0.130931688
2015-10-08	13.2	16.5	86	98	2.030	0.162326389
2015-10-09	12.6	16.1	82	98	1.251	0.048900472
2015-10-10	10.5	13.5	83	98	5.459	0.338252333
2015-10-11	6	10.7	80	97	1.300	0.816840306
2015-10-12	1.7	9.2	69	97	1.402	0.142505785
2015-10-13	5.9	8.8	85	98	0.763	0.066984951
2015-10-14	8.2	10.2	97	99	4.398	0.312500028
2015-10-15	8.4	11.5	98	99	4.777	0.310908535
2015-10-16	9.1	16.7	71	100	4.611	0.082899306
2015-10-17	4.6	12.3	70	97	1.089	0.10546875
2015-10-18	5.5	13.9	76	98	5.245	0.18113425
2015-10-19	7.2	10.4	90	96	8.364	0.213975674
2015-10-20	3.6	13.4	55	97	5.240	0.142939813
2015-10-21	2.6	16	44	98	6.698	0.193865736
2015-10-22	3.4	13.9	49	97	8.943	0.165509271
2015-10-23	1.9	16.3	52	97	6.701	0.148437507
2015-10-24	2.1	17.1	53	99	7.805	0.164062507
2015-10-25	3.2	15.8	60	99	4.301	0.066406229
2015-10-26	4.7	17.5	54	99	2.465	0.141637736
2015-10-27	6	14.2	71	98	1.963	0.066695583
2015-10-28	5.1	13.4	74	99	6.656	0.125723361
2015-10-29	7.5	11.2	90	98	6.995	0.047743056
2015-10-30	3.5	17.4	45	99	7.770	0.108651618
2015-10-31	2.7	15.6	53	99	7.230	0.129050931
2015-11-01	-0.9	13.9	38	99	6.236	0.115451403
2015-11-02	-3.4	13.9	46	99	6.172	0.129195556
2015-11-03	-1.8	12.8	66	99	5.916	0.080005785
2015-11-04	-1	14	54	99	6.166	0.144531264
2015-11-05	-0.4	15.8	52	99	5.330	0.097222236
2015-11-06	0	18.3	45	99	6.284	0.097077542
2015-11-07	2.3	20.7	45	99	4.110	0.080873847
2015-11-08	5.1	24.6	35	99	4.464	0.075520826
2015-11-09	3.9	22.1	48	99	5.817	0.182870368
2015-11-10	9.4	23.2	34	97	5.741	0.070312472
2015-11-11	7.2	24.5	32	98	5.748	0.117187486
2015-11-12	4.1	21.4	45	98	4.050	0.09635416
2015-11-13	1.9	17.1	55	98	3.192	0.086516208
2015-11-14	3.2	13.6	67	99	5.636	0.115306715
2015-11-15	4.8	14.7	58	98	2.392	0.078848368
2015-11-16	5	22.3	42	97	5.278	0.069589104
2015-11-17	1.7	13.6	56	99	4.936	0.106770833
2015-11-18	3.1	20.4	39	97	3.180	0.204861097
2015-11-19	-0.3	18.3	38	99	0.656	0.103443292
2015-11-20	3.7	14.8	58	98	3.026	0.240162007
2015-11-21	3.7	15.7	63	95	4.127	0.21440975
2015-11-22	1.1	8.1	46	97	3.584	0.112991882
2015-11-23	-1.6	5.6	72	99	0.933	0.139322938
2015-11-24	-0.5	3.6	59	97	1.876	0.129629625
2015-11-25	-2.6	1.6	71	97	1.986	0.089409701
2015-11-26	-1.5	3	80	96	4.607	0.233072896
2015-11-27	-1.1	5.2	61	97	3.705	0.462384257
2015-11-28	0.1	7.9	59	95	3.906	0.21600116
2015-11-29	-2	10.6	37	98	3.207	0.27647566
2015-11-30	-1.9	12.3	43	97	4.281	0.410590319
2015-12-01	0	14.4	55	96	2.187	0.298755778
2015-12-02	1.5	13	64	97	4.970	0.241319424
2015-12-03	1	9.9	90	99	3.925	0.240885417
2015-12-04	0	10.4	65	98	1.211	0.195457181
2015-12-05	-0.1	5.4	97	100	3.596	0.404658556
2015-12-06	1.4	3.7	98	100	0.764	0.274739563
2015-12-07	-0.5	6.2	89	100	1.050	0.353443292
2015-12-08	0	2.1	98	100	4.041	0.227575201
2015-12-09	0.6	3.4	96	100	3.924	0.277922451
2015-12-10	-2.2	9.7	45	98	1.092	0.606770806
2015-12-11	-6.1	6.8	70	99	1.464	0.217013882
2015-12-12	-3.8	-0.1	97	100	2.137	0.068142361
2015-12-13	-4.2	-0.7	100	100	2.037	0.160445597
2015-12-14	-5	5.7	94	100	2.970	0.196325222
2015-12-15	-0.9	4.6	87	98	1.397	0.090856486
2015-12-16	0.3	7.4	85	99	1.545	0.212094903
2015-12-17	-0.6	4.3	91	98	3.816	0.328848396
2015-12-18	0.3	2.7	97	99	0.793	0.301215278
2015-12-19	-0.2	11	66	100	1.210	0.293113424
2015-12-20	-0.5	2.1	97	100	3.959	0.223524299
2015-12-21	0.1	2.2	100	100	3.805	0.358072931
2015-12-22	-1.6	9.1	85	100	3.808	0.270543979
2015-12-23	-2.4	10.7	59	100	3.667	0.145833326
2015-12-24	-1.6	9.7	69	99	3.723	0.173321729
2015-12-25	-2.9	10.1	69	100	3.827	0.125868049
2015-12-26	-3.4	10.8	62	100	3.753	0.235966431
2015-12-27	-4.6	9	66	99	0.904	0.084924757
2015-12-28	-4.8	11.1	54	99	0.408	0.271556694
2015-12-29	-1.9	2.9	93	98	3.803	0.133825222
2015-12-30	-6.2	2.2	55	98	2.200	0.071180563
2015-12-31	-9.5	1.2	64	97	0.536	0.196903938
2016-01-01	-6.8	0.4	75	97	0.605	0.092592576
2016-01-02	-8.3	-1.1	95	98	0.421	0.298755799
2016-01-03	-6.4	-4.2	82	97	0.489	0.329861118
2016-01-04	-10.6	-6.1	82	92	0.322	0.717592625
2016-01-05	-9.3	-3.7	91	96	3.618	0.330729174
2016-01-06	-4.3	-0.9	94	97	2.116	0.272280111
2016-01-07	-7.2	3.6	72	99	1.891	0.26200809
2016-01-08	-4.7	1.1	96	99	2.160	0.231047458
2016-01-09	0	2.6	97	99	2.100	0.181857618
2016-01-10	-0.9	2.4	99	100	3.629	0.100549771
2016-01-11	-1.5	15.4	55	100	3.959	0.603877292
2016-01-12	-1	11.3	59	96	2.808	0.416811326
2016-01-13	-1.4	10.4	41	98	1.909	0.213396972
2016-01-14	-2.7	6.3	54	96	3.461	0.215277778
2016-01-15	-2.6	4.9	64	95	4.154	0.287760444
2016-01-16	-4.7	4	47	98	4.797	0.515190965
2016-01-17	-5.6	2.8	50	88	3.622	0.298032396
2016-01-18	-8	2.1	44	92	4.701	0.135850674
2016-01-19	-10.5	0.1	52	94	4.011	0.086660868
2016-01-20	-8.7	2.1	52	95	5.374	0.184895813
2016-01-21	-7.9	4.1	50	96	1.233	0.217447882
2016-01-22	-8	1.8	50	92	3.051	0.139033563
2016-01-23	-10.4	-2.3	86	94	3.234	0.111545125
2016-01-24	-8.8	5.9	61	96	4.438	0.247974479
2016-01-25	-1.5	6.5	72	96	4.927	0.156394674
2016-01-26	-2	12.9	52	99	5.589	0.362268528
2016-01-27	-2.5	14.4	48	99	5.756	0.380352993
2016-01-28	-2	16.6	41	98	4.306	0.282407403
2016-01-29	-0.2	14	50	97	3.085	0.242910896
2016-01-30	-2.1	13.1	56	99	4.736	0.280960583
2016-01-31	4.6	11.7	56	90	3.391	0.564814819
2016-02-01	2.8	16.8	52	98	1.562	0.264901625
2016-02-02	4.8	12.1	61	95	4.493	0.230758083
2016-02-03	2.1	12.1	60	96	6.153	0.273148146
2016-02-04	-1.2	9.9	32	97	6.644	0.223379639
2016-02-05	-2	9.9	38	93	3.424	0.327980326
2016-02-06	-3	13	38	97	2.923	0.264178257
2016-02-07	7.6	11.8	53	65	4.984	1.286747708
2016-02-08	4.5	14.3	49	83	1.357	1.024450194
2016-02-09	9.6	14.6	50	71	7.919	1.413194431
2016-02-10	0.2	10.9	64	97	2.519	0.316550903
2016-02-11	-2.2	12.1	30	98	7.562	0.251157396
2016-02-12	-3	4.3	86	98	2.470	0.293113417
2016-02-13	0.9	10.3	60	98	1.255	0.49768516
2016-02-14	0.5	8.2	66	96	1.718	0.404513875
2016-02-15	3.2	6.5	95	98	1.806	0.271556701
